time,seconds_elapsed,bpm
1718293590773628200,1169.8336281738282,149
1718293592773628200,1171.8336281738282,149
1718293596773628200,1175.8336281738282,149
1718293604773628200,1183.8336281738282,152
1718293608773628200,1187.8336281738282,153
1718293613773628200,1192.8336281738282,154.00000000000003
1718293617773628200,1196.8336281738282,154.00000000000003
1718293625773628200,1204.8336281738282,148
1718293627773628200,1206.8336281738282,148
1718293632773628200,1211.8336281738282,146
1718293639773628200,1218.8336281738282,144
1718293645773628200,1224.8336281738282,143
1718293646773628200,1225.8336281738282,143
1718293651773628200,1230.8336281738282,144
1718293660773628200,1239.8336281738282,146
1718293661773628200,1240.8336281738282,147
1718293669773628200,1248.8336281738282,146
1718293675773628200,1254.8336281738282,144
1718293680773628200,1259.8336281738282,143
1718293681773628200,1260.8336281738282,143
1718293687773628200,1266.8336281738282,142
1718293695773628200,1274.8336281738282,147
1718293699773628200,1278.8336281738282,149
1718293703773628200,1282.8336281738282,150
1718293706773628200,1285.8336281738282,149
1718293715773628200,1294.8336281738282,153
1718293717773628200,1296.8336281738282,155
1718293722773628200,1301.8336281738282,157
1718293726773628200,1305.8336281738282,156
1718293734773628200,1313.8336281738282,150
1718293737773628200,1316.8336281738282,149
1718293741773628200,1320.8336281738282,148
1718293746773628200,1325.8336281738282,145
1718293755773628200,1334.8336281738282,144
1718293759773628200,1338.8336281738282,142
1718293763773628200,1342.8336281738282,140
1718293770773628200,1349.8336281738282,139.00000000000003
1718293771773628200,1350.8336281738282,138
1718293776773628200,1355.8336281738282,138
1718293783773628200,1362.8336281738282,142
1718293790773628200,1369.8336281738282,145
1718293794773628200,1373.8336281738282,145
1718293796773628200,1375.8336281738282,144
1718293804773628200,1383.8336281738282,146
1718293810773628200,1389.8336281738282,151
1718293812773628200,1391.8336281738282,153
1718293818773628200,1397.8336281738282,156
1718293825773628200,1404.8336281738282,158
1718293826773628200,1405.8336281738282,158
1718293833773628200,1412.8336281738282,154.00000000000003
1718293839773628200,1418.8336281738282,152
1718293842773628200,1421.8336281738282,150
1718293850773628200,1429.8336281738282,146
1718293854773628200,1433.8336281738282,145
1718293859773628200,1438.8336281738282,143
1718293863773628200,1442.8336281738282,143
1718293867773628200,1446.8336281738282,142
1718293872773628200,1451.8336281738282,141
1718293876773628200,1455.8336281738282,141
1718293881773628200,1460.8336281738282,143
1718293889773628200,1468.8336281738282,144
1718293893773628200,1472.8336281738282,144
1718293898773628200,1477.8336281738282,143
1718293901773628200,1480.8336281738282,142
1718293910773628200,1489.8336281738282,142
1718293912773628200,1491.8336281738282,142
1718293920773628200,1499.8336281738282,136
1718293922773628200,1501.8336281738282,136
1718293927773628200,1506.8336281738282,140
1718293935773628200,1514.8336281738282,145
1718293939773628200,1518.8336281738282,145
1718293945773628200,1524.8336281738282,144
1718293948773628200,1527.8336281738282,143
1718293953773628200,1532.8336281738282,145
1718293956773628200,1535.8336281738282,146
1718293964773628200,1543.8336281738282,148
1718293969773628200,1548.8336281738282,147
1718293973773628200,1552.8336281738282,147
1718293978773628200,1557.8336281738282,145
1718293985773628200,1564.8336281738282,142
1718293987773628200,1566.8336281738282,141
1718293994773628200,1573.8336281738282,138
1718294000773628200,1579.8336281738282,140
1718294003768804000,1582.8288041992187,140
1718294007768804000,1586.8288041992187,140
1718294012768804000,1591.8288041992187,143
1718294016768804000,1595.8288041992187,146
1718294024768804000,1603.8288041992187,149
